Frame,Pupil
0,946.9405947307422
1,952.0321097303005
2,1071.0967850194352
3,967.3853879094277
4,945.5127445972859
5,955.6957745964024
6,948.3684448641985
7,957.5676959333862
8,980.3691404438656
9,980.8214017072465
10,976.8863727905887
11,983.4081190373719
12,970.4691487315173
13,967.7710896153551
14,979.8224688131094
15,970.3726824057723
16,970.3764679760682
17,974.0850916518112
18,967.7040150479392
19,976.3699461214358
20,991.9020591126236
21,992.6054310764033
22,984.8162448521695
23,988.2285993078135
24,991.7002641430729
25,991.8404998550624
26,991.4441469174716
27,986.1342241395129
28,986.885884496683
29,990.8233014066233
30,995.1285214684829
31,994.3029851827087
32,986.8519323087751
33,983.7512148347602
34,981.902938352421
35,977.8967540885412
36,966.6518724617141
37,969.8223285588642
38,965.4258035782555
39,960.1780508654443
40,960.3095854839873
41,968.6518946688193
42,971.1679001152769
43,968.9865920605743
44,968.7639296611253
45,972.8130498218336
46,992.2512782959092
47,995.2714608417862
48,990.0525771051547
49,987.8154937676732
50,987.159947086584
51,1001.6576866429209
52,994.9384505613021
53,993.4647268410181
54,1000.7851514600208
55,1001.2415502953953
56,993.8510494060224
57,987.0668684627102
58,973.101990871275
59,958.6248680662048
60,926.8081445170487
61,922.8160388864796
62,923.2685218013199
63,911.5977761191806
64,910.3202786930093
65,910.9880148252132
66,910.337699861155
67,913.746930353455
68,909.3873203359283
69,906.676026960957
70,892.922962535219
71,885.6474968960579
72,876.20723831644
73,863.6105320145607
74,856.9055964865939
75,850.0892505853091
76,850.3419144616216
77,849.281330922911
78,840.5562719273489
79,841.3095407937703
80,849.9785812768188
81,886.8114700837408
82,865.9626017190301
83,863.0455293394697
84,867.5687255980622
85,875.7759105935121
86,881.4934532222663
87,850.8110377559934
88,925.4734007759217
89,877.5885454712324
90,898.7521127691192
91,884.1351548852865
92,853.6865020245963
93,875.7867076779908
94,935.5471831827296
95,961.1433011832273
96,972.6164616235857
97,992.6016842368741
98,986.4674220014454
99,975.9876076185523
100,997.9220532899469
101,1006.2250436347862
102,986.5161557521328
103,972.9102157868033
104,990.1381275762409
105,1028.1962999252041
106,1040.5141746882027
