time,details
15596520.306681,BlankOn
15597020.981534,BlankOff
15598522.80915,NoWaterOn
15598572.940669,NoWaterOff
15613342.184895,BuzzerOn
15613442.401342,BuzzerOff
15615202.54673,VerticalPuffOn
15615702.714094,VerticalPuffOff
15617204.572955,WaterOn
15617254.787658,WaterOff
15630993.818119,BuzzerOn
15631094.009141,BuzzerOff
15632624.097938,BlankOn
15633124.696758,BlankOff
15634627.006986,NoWaterOn
15634677.190764,NoWaterOff
15650912.838531,BuzzerOn
15651013.058831,BuzzerOff
15652805.148481,VerticalPuffOn
15653305.753377,VerticalPuffOff
15654808.314421,WaterOn
15654858.467384,WaterOff
15668036.091496,BuzzerOn
15668136.360017,BuzzerOff
15669417.237883,VerticalPuffOn
15669917.864484,VerticalPuffOff
15671419.658083,WaterOn
15671469.941674,WaterOff
15687852.038157,BuzzerOn
15687952.209439,BuzzerOff
15689358.301213,VerticalPuffOn
15689858.904834,VerticalPuffOff
15691360.227002,WaterOn
15691410.402281,WaterOff
15705152.036011,BuzzerOn
15705252.275515,BuzzerOff
15706785.185204,VerticalPuffOn
15707285.316039,VerticalPuffOff
15708785.680581,WaterOn
15708835.834471,WaterOff
15724288.738781,BuzzerOn
15724389.057228,BuzzerOff
15725821.654419,VerticalPuffOn
15726322.301987,VerticalPuffOff
15727824.152746,WaterOn
15727874.286229,WaterOff
15745356.0429,BuzzerOn
15745456.285534,BuzzerOff
15746953.835342,BlankOn
15747454.467855,BlankOff
15748956.278565,NoWaterOn
15749006.531435,NoWaterOff
15762980.087866,BuzzerOn
15763080.300741,BuzzerOff
15764793.691217,VerticalPuffOn
15765293.876685,VerticalPuffOff
15766795.755582,WaterOn
15766845.925676,WaterOff
15782384.940457,BuzzerOn
15782485.192888,BuzzerOff
15783734.872769,BlankOn
15784236.145477,BlankOff
15785737.972453,NoWaterOn
15785788.119955,NoWaterOff
15801244.172834,BuzzerOn
15801344.551689,BuzzerOff
15802857.69377,VerticalPuffOn
15803357.803112,VerticalPuffOff
15804859.550222,NoWaterOn
15804909.733298,NoWaterOff
15817492.055994,BuzzerOn
15817592.245278,BuzzerOff
15818983.802943,VerticalPuffOn
15819484.122819,VerticalPuffOff
15820984.483904,WaterOn
15821034.661609,WaterOff
15836730.75338,BuzzerOn
15836831.005829,BuzzerOff
15838389.873799,VerticalPuffOn
15838890.726481,VerticalPuffOff
15840392.31086,WaterOn
15840442.528861,WaterOff
15853340.045801,BuzzerOn
15853440.289584,BuzzerOff
15855160.245678,BlankOn
15855660.847385,BlankOff
15857161.180087,NoWaterOn
15857211.315163,NoWaterOff
15874688.548893,BuzzerOn
15874788.771029,BuzzerOff
15876125.305941,VerticalPuffOn
15876625.931,VerticalPuffOff
15878127.781899,WaterOn
15878177.955327,WaterOff
15890316.080733,BuzzerOn
15890416.247019,BuzzerOff
15892015.728624,VerticalPuffOn
15892516.119614,VerticalPuffOff
15894018.081699,WaterOn
15894068.236071,WaterOff
15910144.047321,BuzzerOn
15910244.254698,BuzzerOff
15911680.168027,VerticalPuffOn
15912180.791235,VerticalPuffOff
15913682.783749,WaterOn
15913733.024416,WaterOff
15929964.054747,BuzzerOn
15930064.249476,BuzzerOff
15931835.387142,VerticalPuffOn
15932335.99263,VerticalPuffOff
15933837.856223,WaterOn
15933887.992818,WaterOff
15951056.046308,BuzzerOn
15951156.240019,BuzzerOff
15952370.774288,VerticalPuffOn
15952871.682642,VerticalPuffOff
15954373.691124,WaterOn
15954423.838849,WaterOff
15970204.05967,BuzzerOn
15970304.281103,BuzzerOff
15971708.180597,VerticalPuffOn
15972208.778494,VerticalPuffOff
15973710.648463,WaterOn
15973760.880927,WaterOff
15990840.136852,BuzzerOn
15990940.456079,BuzzerOff
15992591.793523,BlankOn
15993092.095149,BlankOff
15994593.895677,NoWaterOn
15994644.115753,NoWaterOff
16012052.109704,BuzzerOn
16012152.315601,BuzzerOff
16013435.228,VerticalPuffOn
16013935.840084,VerticalPuffOff
16015437.835538,WaterOn
16015487.988597,WaterOff
16029432.344165,BuzzerOn
16029532.524081,BuzzerOff
16031105.897493,VerticalPuffOn
16031606.072882,VerticalPuffOff
16033107.907286,WaterOn
16033158.057863,WaterOff
16045769.706483,BuzzerOn
16045869.890196,BuzzerOff
16047439.851563,VerticalPuffOn
16047940.48124,VerticalPuffOff
16049442.677694,WaterOn
16049492.83466,WaterOff
16066221.150056,BuzzerOn
16066321.355527,BuzzerOff
16067558.485088,VerticalPuffOn
16068059.118414,VerticalPuffOff
16069560.161077,WaterOn
16069610.266767,WaterOff
16082296.158177,BuzzerOn
16082396.526275,BuzzerOff
16083996.689247,VerticalPuffOn
16084497.380147,VerticalPuffOff
16085999.164298,WaterOn
16086049.309024,WaterOff
16103584.063129,BuzzerOn
16103684.222842,BuzzerOff
16104913.667864,VerticalPuffOn
16105414.300582,VerticalPuffOff
16106914.676057,WaterOn
16106964.830968,WaterOff
16121669.592217,BuzzerOn
16121769.839484,BuzzerOff
16123023.987064,VerticalPuffOn
16123524.640188,VerticalPuffOff
16125026.39064,WaterOn
16125076.548273,WaterOff
16142568.052441,BuzzerOn
16142668.269301,BuzzerOff
16144356.859731,BlankOn
16144857.510523,BlankOff
16146359.403086,NoWaterOn
16146409.597274,NoWaterOff
16163538.235292,BuzzerOn
16163638.433597,BuzzerOff
16165400.373061,VerticalPuffOn
16165901.16874,VerticalPuffOff
16167402.993639,NoWaterOn
16167453.148587,NoWaterOff
16180204.044566,BuzzerOn
16180304.289093,BuzzerOff
16181734.819905,VerticalPuffOn
16182234.955411,VerticalPuffOff
16183736.721999,WaterOn
16183786.872447,WaterOff
16200432.053813,BuzzerOn
16200532.363191,BuzzerOff
16202289.5366,VerticalPuffOn
16202790.166079,VerticalPuffOff
16204292.590285,NoWaterOn
16204342.775288,NoWaterOff
16222279.299046,BuzzerOn
16222379.562906,BuzzerOff
16223938.741457,BlankOn
16224438.924852,BlankOff
16225940.669518,NoWaterOn
16225990.818355,NoWaterOff
16241752.762753,BuzzerOn
16241852.994077,BuzzerOff
16243178.293572,VerticalPuffOn
16243678.953904,VerticalPuffOff
16245180.286097,WaterOn
16245230.455637,WaterOff
16258804.164093,BuzzerOn
16258904.446397,BuzzerOff
16260612.123369,BlankOn
16261112.720795,BlankOff
16262614.544888,NoWaterOn
16262664.729169,NoWaterOff
16279776.035811,BuzzerOn
16279876.231339,BuzzerOff
16281592.237935,VerticalPuffOn
16282092.39537,VerticalPuffOff
16283594.197538,WaterOn
16283644.325209,WaterOff
16297172.103423,BuzzerOn
16297272.308914,BuzzerOff
16298711.824252,VerticalPuffOn
16299212.143295,VerticalPuffOff
16300714.513399,NoWaterOn
16300764.688328,NoWaterOff
16315152.051749,BuzzerOn
16315252.236815,BuzzerOff
16316722.363691,BlankOn
16317223.026006,BlankOff
16318724.182041,NoWaterOn
16318776.095123,NoWaterOff
16328803.428739,task end
