time,details
6419002.353112,WaterOff
6433344.08496,BuzzerOn
6433444.395661,BuzzerOff
6434691.804547,VerticalPuffOn
6435192.433472,VerticalPuffOff
6436694.721361,WaterOn
6436754.902417,WaterOff
6452592.214559,BuzzerOn
6452692.411173,BuzzerOff
6454200.84624,VerticalPuffOn
6454701.449516,VerticalPuffOff
6456203.208405,WaterOn
6456263.39903,WaterOff
6468320.225054,BuzzerOn
6468420.443426,BuzzerOff
6469706.188143,BlankOn
6470206.80086,BlankOff
6471708.15868,NoWaterOn
6471768.326057,NoWaterOff
6486696.042828,BuzzerOn
6486796.234684,BuzzerOff
6488337.340048,VerticalPuffOn
6488838.014843,VerticalPuffOff
6490338.30988,WaterOn
6490398.517564,WaterOff
6508016.141112,BuzzerOn
6508116.384637,BuzzerOff
6509822.522271,VerticalPuffOn
6510323.113255,VerticalPuffOff
6511825.378948,WaterOn
6511885.549906,WaterOff
6525648.089559,BuzzerOn
6525748.295177,BuzzerOff
6527094.540713,BlankOn
6527595.165558,BlankOff
6529096.98265,NoWaterOn
6529157.179118,NoWaterOff
6545234.759755,BuzzerOn
6545334.991021,BuzzerOff
6547128.171827,VerticalPuffOn
6547628.764436,VerticalPuffOff
6549130.561373,WaterOn
6549190.730593,WaterOff
6561316.284451,BuzzerOn
6561416.641025,BuzzerOff
6562994.548389,VerticalPuffOn
6563495.229126,VerticalPuffOff
6564996.171654,WaterOn
6565056.322291,WaterOff
6582916.436209,BuzzerOn
6583016.637195,BuzzerOff
6584391.360657,VerticalPuffOn
6584892.098933,VerticalPuffOff
6586393.050247,WaterOn
6586453.220135,WaterOff
6599066.458589,BuzzerOn
6599166.723217,BuzzerOff
6600401.087526,BlankOn
6600901.697226,BlankOff
6602403.79348,NoWaterOn
6602464.063393,NoWaterOff
6616880.150662,BuzzerOn
6616980.470434,BuzzerOff
6618374.047373,VerticalPuffOn
6618874.648907,VerticalPuffOff
6620376.454634,WaterOn
6620436.60804,WaterOff
6637396.044918,BuzzerOn
6637496.193432,BuzzerOff
6638999.912692,VerticalPuffOn
6639500.552938,VerticalPuffOff
6641002.53402,WaterOn
6641062.789823,WaterOff
6653988.061787,BuzzerOn
6654088.205407,BuzzerOff
6655533.309441,BlankOn
6656034.017528,BlankOff
6657535.875823,NoWaterOn
6657596.157132,NoWaterOff
6671904.046115,BuzzerOn
6672004.236784,BuzzerOff
6673357.555882,VerticalPuffOn
6673859.397695,VerticalPuffOff
6675361.20908,WaterOn
6675421.442695,WaterOff
6692696.043834,BuzzerOn
6692796.245111,BuzzerOff
6694118.933371,VerticalPuffOn
6694619.565656,VerticalPuffOff
6696120.18518,WaterOn
6696180.321232,WaterOff
6712388.292258,BuzzerOn
6712488.521566,BuzzerOff
6714129.418521,VerticalPuffOn
6714630.288741,VerticalPuffOff
6716132.224648,WaterOn
6716192.46191,WaterOff
6730664.060322,BuzzerOn
6730764.368307,BuzzerOff
6732073.977319,VerticalPuffOn
6732574.65501,VerticalPuffOff
6734076.474137,WaterOn
6734136.676259,WaterOff
6749875.496251,BuzzerOn
6749975.791583,BuzzerOff
6751221.182825,VerticalPuffOn
6751721.949186,VerticalPuffOff
6753223.811997,WaterOn
6753284.045848,WaterOff
6769620.076865,BuzzerOn
6769720.327153,BuzzerOff
6771258.62464,BlankOn
6771759.233308,BlankOff
6773260.988344,NoWaterOn
6773321.139704,NoWaterOff
6789776.040934,BuzzerOn
6789876.312976,BuzzerOff
6791308.147864,VerticalPuffOn
6791808.777851,VerticalPuffOff
6793310.562398,WaterOn
6793370.707192,WaterOff
6809796.048968,BuzzerOn
6809896.232449,BuzzerOff
6811458.700199,VerticalPuffOn
6811958.863235,VerticalPuffOff
6813460.684917,WaterOn
6813520.887327,WaterOff
6830748.552697,BuzzerOn
6830848.746041,BuzzerOff
6832136.670397,VerticalPuffOn
6832637.302017,VerticalPuffOff
6834138.080929,WaterOn
6834198.269438,WaterOff
6846992.092553,BuzzerOn
6847092.360793,BuzzerOff
6848403.100214,VerticalPuffOn
6848903.704304,VerticalPuffOff
6850404.544288,WaterOn
6850464.690804,WaterOff
6867604.110073,BuzzerOn
6867704.417656,BuzzerOff
6869023.643486,VerticalPuffOn
6869524.301942,VerticalPuffOff
6871026.463761,WaterOn
6871086.696448,WaterOff
6887728.036306,BuzzerOn
6887828.232975,BuzzerOff
6889617.237426,VerticalPuffOn
6890117.972858,VerticalPuffOff
6891619.748706,WaterOn
6891679.913382,WaterOff
6909336.596509,BuzzerOn
6909436.792929,BuzzerOff
6911219.585356,VerticalPuffOn
6911720.06188,VerticalPuffOff
6913222.086526,WaterOn
6913282.241949,WaterOff
6927664.067888,BuzzerOn
6927764.303205,BuzzerOff
6929134.891072,VerticalPuffOn
6929635.50769,VerticalPuffOff
6931136.133652,WaterOn
6931196.280876,WaterOff
6946476.055513,BuzzerOn
6946576.435946,BuzzerOff
6947935.472325,VerticalPuffOn
6948436.102133,VerticalPuffOff
6949938.585014,WaterOn
6949998.789409,WaterOff
6966976.083787,BuzzerOn
6967076.335899,BuzzerOff
6968739.712233,VerticalPuffOn
6969240.10472,VerticalPuffOff
6970742.298793,WaterOn
6970802.495175,WaterOff
6983608.059288,BuzzerOn
6983708.336535,BuzzerOff
6985422.437244,BlankOn
6985923.275921,BlankOff
6987425.400006,NoWaterOn
6987485.606891,NoWaterOff
7002720.062668,BuzzerOn
7002820.270683,BuzzerOff
7004163.529134,BlankOn
7004664.192297,BlankOff
7006166.405601,NoWaterOn
7006226.57001,NoWaterOff
7022352.049364,BuzzerOn
7022452.303812,BuzzerOff
7024246.709937,VerticalPuffOn
7024747.407692,VerticalPuffOff
7026248.53778,WaterOn
7026308.685009,WaterOff
7039344.041686,BuzzerOn
7039444.313455,BuzzerOff
7040806.867391,VerticalPuffOn
7041307.528122,VerticalPuffOff
7042810.227102,WaterOn
7042870.438352,WaterOff
7056748.157113,BuzzerOn
7056848.38413,BuzzerOff
7058508.242268,VerticalPuffOn
7059008.384689,VerticalPuffOff
7060510.43146,WaterOn
7060570.590215,WaterOff
7073924.804639,BuzzerOn
7074025.033476,BuzzerOff
7075608.898155,VerticalPuffOn
7076109.548169,VerticalPuffOff
7077611.69184,WaterOn
7077671.849024,WaterOff
7090152.047596,BuzzerOn
7090252.241347,BuzzerOff
7091454.386416,BlankOn
7091955.077344,BlankOff
7093456.814899,NoWaterOn
7093517.024955,NoWaterOff
7107592.106019,BuzzerOn
7107692.404199,BuzzerOff
7109352.310115,VerticalPuffOn
7109852.985868,VerticalPuffOff
7111355.150296,WaterOn
7111415.512409,WaterOff
7126891.493041,BuzzerOn
7126991.675211,BuzzerOff
7128521.215275,VerticalPuffOn
7129021.822226,VerticalPuffOff
7130523.586343,WaterOn
7130583.881979,WaterOff
7148328.098161,BuzzerOn
7148428.218857,BuzzerOff
7149833.445016,BlankOn
7150334.117942,BlankOff
7151836.182036,NoWaterOn
7151896.381178,NoWaterOff
7166878.980628,BuzzerOn
7166979.186069,BuzzerOff
7168602.035868,VerticalPuffOn
7169102.632858,VerticalPuffOff
7170604.246171,WaterOn
7170664.503704,WaterOff
7183909.134965,BuzzerOn
7184009.322503,BuzzerOff
7185267.575542,VerticalPuffOn
7185768.135926,VerticalPuffOff
7187269.98984,WaterOn
7187330.178025,WaterOff
7204181.825164,BuzzerOn
7204282.072058,BuzzerOff
7205618.955866,VerticalPuffOn
7206119.649312,VerticalPuffOff
7207621.439437,WaterOn
7207681.602644,WaterOff
7222790.015717,BuzzerOn
7222890.20145,BuzzerOff
7224462.704091,VerticalPuffOn
7224963.327563,VerticalPuffOff
7226465.490772,WaterOn
7226525.711814,WaterOff
7243989.041922,BuzzerOn
7244089.305122,BuzzerOff
7245724.200718,VerticalPuffOn
7246224.876326,VerticalPuffOff
7247726.941226,WaterOn
7247787.266658,WaterOff
7264615.468461,BuzzerOn
7264715.675426,BuzzerOff
7266245.980054,VerticalPuffOn
7266746.654186,VerticalPuffOff
7268248.712659,WaterOn
7268308.880375,WaterOff
7280837.506607,BuzzerOn
7280937.784056,BuzzerOff
7282282.204838,VerticalPuffOn
7282782.876136,VerticalPuffOff
7284284.211419,WaterOn
7284344.408969,WaterOff
7299120.108981,BuzzerOn
7299220.346972,BuzzerOff
7300982.261105,VerticalPuffOn
7301482.394601,VerticalPuffOff
7302984.188825,WaterOn
7303044.39123,WaterOff
7316892.696903,BuzzerOn
7316992.872676,BuzzerOff
7318618.983059,VerticalPuffOn
7319119.603917,VerticalPuffOff
7320621.707357,WaterOn
7320681.869913,WaterOff
7333772.626171,BuzzerOn
7333872.998259,BuzzerOff
7335557.140057,VerticalPuffOn
7336057.737913,VerticalPuffOff
7337558.059329,WaterOn
7337618.191258,WaterOff
7350834.15473,BuzzerOn
7350934.333752,BuzzerOff
7352562.700351,VerticalPuffOn
7353063.444852,VerticalPuffOff
7354564.212957,WaterOn
7354624.342111,WaterOff
7369013.211558,BuzzerOn
7369113.479229,BuzzerOff
7370367.487841,VerticalPuffOn
7370868.08312,VerticalPuffOff
7372370.247028,WaterOn
7372430.396332,WaterOff
7389012.062096,BuzzerOn
7389112.366418,BuzzerOff
7390612.802761,VerticalPuffOn
7391113.397615,VerticalPuffOff
7392613.704485,WaterOn
7392673.860512,WaterOff
7409080.063997,BuzzerOn
7409180.199771,BuzzerOff
7410888.179745,VerticalPuffOn
7411388.294922,VerticalPuffOff
7412888.568994,WaterOn
7412948.723246,WaterOff
7428692.062022,BuzzerOn
7428792.232076,BuzzerOff
7430456.335472,VerticalPuffOn
7430956.990619,VerticalPuffOff
7432457.393535,WaterOn
7432517.554067,WaterOff
7446760.089874,BuzzerOn
7446860.327411,BuzzerOff
7448404.238936,VerticalPuffOn
7448904.910208,VerticalPuffOff
7450406.777419,WaterOn
7450466.933582,WaterOff
7467895.283637,BuzzerOn
7467995.561529,BuzzerOff
7469777.546407,VerticalPuffOn
7470278.182937,VerticalPuffOff
7471780.061717,WaterOn
7471840.282214,WaterOff
7487220.054645,BuzzerOn
7487320.214987,BuzzerOff
7488785.05039,VerticalPuffOn
7489285.770822,VerticalPuffOff
7490787.719625,WaterOn
7490847.934902,WaterOff
7506672.120586,BuzzerOn
7506772.361966,BuzzerOff
7508447.638299,BlankOn
7508948.233174,BlankOff
7510450.131206,NoWaterOn
7510510.400354,NoWaterOff
7526513.489229,BuzzerOn
7526613.680871,BuzzerOff
7528254.584284,VerticalPuffOn
7528754.747718,VerticalPuffOff
7530256.188449,WaterOn
7530316.390359,WaterOff
7543356.082354,BuzzerOn
7543456.345016,BuzzerOff
7544999.850583,VerticalPuffOn
7545500.178674,VerticalPuffOff
7547002.004376,WaterOn
7547062.232899,WaterOff
7563120.055918,BuzzerOn
7563220.301194,BuzzerOff
7564642.582268,VerticalPuffOn
7565143.301124,VerticalPuffOff
7566644.176382,WaterOn
7566704.310797,WaterOff
7579111.74304,BuzzerOn
7579211.981226,BuzzerOff
7580722.968434,VerticalPuffOn
7581223.14194,VerticalPuffOff
7582725.029969,WaterOn
7582785.224606,WaterOff
7600396.097777,BuzzerOn
7600496.357391,BuzzerOff
7601864.298469,VerticalPuffOn
7602364.960793,VerticalPuffOff
7603865.33189,WaterOn
7603925.500121,WaterOff
7613944.205953,task end
