time,position,direction
8929519.918243,0,
8933233.697477,1,R
8935082.503494,2,R
8936273.448543,1,L
8936417.040616,0,L
8936611.632478,-1,L
8936651.543757,-2,L
8936683.796361,-3,L
8936783.780916,-2,R
8937071.008227,-1,R
8937415.281584,0,R
8938252.770525,1,R
8938582.990158,2,R
8939003.973657,1,L
8939151.474889,0,L
8939418.884436,-1,L
8939468.674263,-2,L
8939593.38128,-3,L
8941058.870229,-2,R
8942250.039607,-1,R
8942795.944021,0,R
8944401.636136,1,R
8949917.918956,2,R
8952094.786614,3,R
8957899.15695,4,R
8961735.622708,5,R
8964786.28673,6,R
8968666.965661,5,L
8968836.216203,4,L
8971708.494697,3,L
8974666.780379,4,R
8979337.38181,5,R
8983479.773529,6,R
8989878.087628,7,R
8998453.332362,8,R
9006023.839915,7,L
9006049.984073,6,L
9006077.09503,5,L
9006112.466189,4,L
9006142.609468,3,L
9006173.88397,2,L
9006205.917922,1,L
9006333.848477,0,L
9006388.636789,-1,L
9006427.350358,-2,L
9006467.201908,-3,L
9006528.767039,-4,L
9006595.528031,-5,L
9006707.504599,-6,L
9006737.063998,-7,L
9006766.633175,-8,L
9006803.531772,-9,L
9006933.441184,-10,L
9007016.464232,-11,L
9007074.439105,-12,L
9007704.684156,-13,L
9007966.388412,-14,L
9008087.711756,-13,R
9008119.252476,-12,R
9008139.659262,-11,R
9008159.910976,-10,R
9008188.863441,-9,R
9008403.861034,-10,L
9008462.044625,-11,L
9008681.261891,-12,L
9008766.712844,-13,L
9008859.457829,-14,L
9008921.663356,-13,R
9008937.764766,-12,R
9008954.302632,-11,R
9009003.695049,-12,L
9009137.976298,-13,L
9009275.379293,-14,L
9009313.340447,-15,L
9009336.71563,-16,L
9009379.573244,-17,L
9009521.076544,-16,R
9009538.039459,-15,R
9009551.640761,-14,R
9009564.593684,-13,R
9009578.070858,-12,R
9009592.747754,-11,R
9009611.860579,-10,R
9009678.296316,-11,L
9009718.711524,-12,L
9009776.759617,-13,L
9009799.952506,-14,L
9009826.073868,-15,L
9009849.76762,-16,L
9009869.360419,-17,L
9009887.988214,-18,L
9009909.119211,-19,L
9009935.906062,-20,L
9009988.281227,-19,R
9010005.655543,-18,R
9010028.38631,-17,R
9010050.197221,-16,R
9010071.336366,-15,R
9010148.953055,-16,L
9010231.820678,-17,L
9010269.051122,-18,L
9010295.675883,-19,L
9010418.017748,-18,R
9010468.318205,-19,L
9010495.311516,-20,L
9010513.4623,-21,L
9010528.313323,-22,L
9010545.321367,-23,L
9010646.743361,-24,L
9010661.771492,-25,L
9010676.540238,-26,L
9010694.231067,-27,L
9010711.436552,-28,L
9010732.727027,-29,L
9010764.301654,-30,L
9010798.25302,-31,L
9010919.368589,-32,L
9010948.417774,-33,L
9010970.878194,-34,L
9011001.287116,-35,L
9011430.796195,-34,R
9011548.978867,-35,L
9011603.118041,-36,L
9011771.46943,-37,L
9011824.733007,-38,L
9011905.867936,-37,R
9011934.093467,-36,R
9011988.812465,-37,L
9012014.67246,-38,L
9012050.91229,-39,L
9012145.155806,-40,L
9012239.041012,-41,L
9012307.312054,-42,L
9012352.54211,-43,L
9012393.207258,-44,L
9012427.420083,-45,L
9012710.516143,-46,L
9012898.378184,-47,L
9013941.17848,-48,L
9013994.627813,-47,R
9014019.313364,-46,R
9014181.508906,-45,R
9015103.000838,-44,R
9016588.941743,-43,R
9017887.805591,-42,R
9018876.142355,-41,R
9021689.945768,-42,L
9026089.251276,-41,R
9026531.660355,-40,R
9026625.599762,-39,R
9026650.46442,-38,R
9026665.015687,-37,R
9026677.900333,-36,R
9026692.516137,-35,R
9026715.4634,-34,R
9026759.552065,-33,R
9026792.378393,-32,R
9026820.132745,-31,R
9026916.086397,-30,R
9027493.657371,-31,L
9027762.669738,-32,L
9027844.082678,-33,L
9027874.66767,-34,L
9027901.887958,-35,L
9028058.598045,-34,R
9028088.127314,-33,R
9028110.64788,-32,R
9028159.048384,-31,R
9028597.761206,-32,L
9028634.886872,-33,L
9028839.201531,-34,L
9028963.740744,-35,L
9028990.605315,-36,L
9029025.490461,-37,L
9029134.80001,-38,L
9029286.459808,-37,R
9029479.257263,-38,L
9029503.264601,-39,L
9029521.805694,-40,L
9029546.055862,-41,L
9029575.835886,-42,L
9029598.543319,-43,L
9029613.563505,-44,L
9029624.961323,-45,L
9029634.662353,-46,L
9029643.735171,-47,L
9029653.867046,-48,L
9029668.665939,-49,L
9029715.446783,-48,R
9029734.590681,-47,R
9029750.337263,-46,R
9029770.62029,-45,R
9029804.776485,-44,R
9029857.575363,-43,R
9029884.196141,-42,R
9029903.537702,-41,R
9029919.763832,-40,R
9029935.093809,-39,R
9029948.549631,-38,R
9029960.36022,-37,R
9029971.462986,-36,R
9029982.65253,-35,R
9029994.906315,-34,R
9030009.497434,-33,R
9030024.47425,-32,R
9030038.840761,-31,R
9030056.290871,-30,R
9030075.755004,-29,R
9030095.565873,-28,R
9030119.618488,-27,R
9030148.673931,-26,R
9030186.885987,-25,R
9030233.213005,-24,R
9030271.672816,-23,R
9030532.671107,-24,L
9030662.541715,-25,L
9030768.148508,-26,L
9030881.901411,-27,L
9031072.572696,-28,L
9031217.321696,-29,L
9031250.916548,-30,L
9031282.682503,-31,L
9031396.647884,-32,L
9031419.980548,-33,L
9031436.297084,-34,L
9031758.482857,-33,R
9033964.78605,-32,R
9037895.104974,-31,R
9040018.422538,-30,R
9040099.815476,-31,L
9040495.221589,-30,R
9040812.164032,-29,R
9040868.382928,-30,L
9041017.085492,-31,L
9041072.281422,-30,R
9041263.902539,-29,R
