time,position,direction
5728846.351204,0,
5728895.307146,1,R
5728899.942845,2,R
5728904.949371,3,R
5728910.287705,4,R
5728916.598079,5,R
5728924.5085,6,R
5728935.610273,7,R
5728959.517513,8,R
5728985.73851,9,R
5728999.963971,10,R
5729011.134669,11,R
5729020.678043,12,R
5729028.933291,13,R
5729036.278332,14,R
5729043.009143,15,R
5729049.31935,16,R
5729055.206268,17,R
5729060.812988,18,R
5729066.212488,19,R
5729071.208347,20,R
5729075.948063,21,R
5729080.52417,22,R
5729084.921798,23,R
5729089.188151,24,R
5729097.321401,25,R
5729101.210205,26,R
5729105.035214,27,R
5729108.887278,28,R
5729112.67001,29,R
5729116.42489,30,R
5729120.198807,31,R
5729124.045093,32,R
5729127.872287,33,R
5729131.964829,34,R
5729136.078518,35,R
5729140.041357,36,R
5729144.251434,37,R
5729148.674377,38,R
5729153.211929,39,R
5729157.884127,40,R
5729162.740414,41,R
5729167.813031,42,R
5729173.130718,43,R
5729178.699623,44,R
5729184.543227,45,R
5729190.613568,46,R
5729196.947645,47,R
5729203.532144,48,R
5729210.548654,49,R
5729218.138413,50,R
5729226.888078,51,R
5729237.110052,52,R
5729250.241569,53,R
5729268.447517,54,R
5729290.887282,55,R
5729311.979811,56,R
5729328.836245,57,R
5729347.31143,58,R
5729365.537526,59,R
5729382.916619,60,R
5729399.717572,61,R
5729416.636895,62,R
5729433.321277,63,R
5729448.743439,64,R
5729462.707442,65,R
5729475.142063,66,R
5729486.075617,67,R
5729496.19574,68,R
5729506.068238,69,R
5729515.102918,70,R
5729523.193242,71,R
5729530.654985,72,R
5729537.733642,73,R
5729544.395455,74,R
5729550.812641,75,R
5729556.997202,76,R
5729563.080154,77,R
5729569.070589,78,R
5729574.948526,79,R
5729580.512597,80,R
5729585.922764,81,R
5729591.276599,82,R
5729596.328883,83,R
5729601.306002,84,R
5729606.108012,85,R
5729610.845209,86,R
5729615.389132,87,R
5729619.905684,88,R
5729624.546827,89,R
5729629.1676,90,R
5729634.06085,91,R
5729639.272687,92,R
5729645.194697,93,R
5729652.720754,94,R
5729664.182539,95,R
5729726.467902,96,R
5729813.244735,97,R
5729852.640507,98,R
5729874.706409,99,R
5729890.43777,100,R
5729903.142701,101,R
5729914.139661,102,R
5729923.790163,103,R
5729932.560384,104,R
5729940.840224,105,R
5729948.831069,106,R
5729956.590177,107,R
5729964.350415,108,R
5729972.091616,109,R
5729979.933464,110,R
5729988.135843,111,R
5729997.011284,112,R
5730007.017687,113,R
5730019.939244,114,R
5730050.156228,115,R
5730127.860828,116,R
5730140.491279,117,R
5730149.601364,118,R
5730157.385935,119,R
5730164.115079,120,R
5730170.455582,121,R
5730176.5467,122,R
5730182.363675,123,R
5730187.975839,124,R
5730193.527429,125,R
5730198.948707,126,R
5730204.483909,127,R
5730209.983259,128,R
5730215.753253,129,R
5730221.944333,130,R
5730228.759476,131,R
5730237.162147,132,R
5730249.701026,133,R
5730296.187436,132,L
5730371.303154,131,L
5730538.307636,132,R
5730790.238299,133,R
5730846.41221,134,R
5730905.828251,135,R
5730944.729661,136,R
5731058.701327,135,L
5731214.802125,134,L
5731343.931143,135,R
5731401.159259,136,R
5731444.920438,137,R
5731473.283565,138,R
5731490.59701,139,R
5731503.145852,140,R
5731514.311272,141,R
5731526.439213,142,R
5731551.350214,143,R
5731591.891911,142,L
5731637.431745,141,L
5731681.59525,140,L
5731714.2526,139,L
5731743.962704,138,L
5731776.253838,137,L
5731911.084685,138,R
5732597.734834,139,R
5733112.81108,140,R
5736489.754184,141,R
5744548.18773,142,R
5752495.215567,141,L
5752743.31052,140,L
5754270.038869,141,R
5761922.56081,142,R
5771377.667947,141,L
5771454.895112,140,L
5771842.789148,139,L
5771886.607957,138,L
5771958.300939,137,L
5772018.326101,136,L
5772839.536622,137,R
5773278.653433,138,R
5774240.397115,139,R
5775438.273439,138,L
5775701.527804,139,R
5775940.486731,138,L
5776009.793846,137,L
5776051.486766,136,L
5776085.861809,135,L
5776113.297712,134,L
5776136.671443,133,L
5776170.669142,132,L
5776222.313984,133,R
5776256.044872,134,R
5776285.277577,135,R
5776298.613406,136,R
5776309.072394,137,R
5776318.660953,138,R
5776328.048848,139,R
5776337.906865,140,R
5776349.753571,141,R
5776366.62708,142,R
5776432.281831,143,R
5776909.8051,142,L
5776933.681934,141,L
5776951.357522,140,L
5776966.248009,139,L
5776980.065014,138,L
5776993.180476,137,L
5777006.210568,136,L
5777018.36812,135,L
5777030.188493,134,L
5777042.31936,133,L
5777055.776409,132,L
5777072.944912,131,L
5777098.817509,130,L
5777130.723798,129,L
5777158.78682,128,L
5777206.344306,127,L
5777253.538372,126,L
5777286.985616,125,L
5777334.210997,124,L
5777360.737471,123,L
5777423.879043,124,R
5777442.152472,125,R
5777465.026897,126,R
5777548.557585,125,L
5777573.301737,124,L
5777602.71518,123,L
5777634.723986,122,L
5777662.277387,121,L
5777749.748341,120,L
5777783.207437,119,L
5778062.198627,118,L
5780097.010803,119,R
5780348.066414,118,L
5780755.089681,119,R
5781420.955613,120,R
5781849.38059,121,R
5784250.730413,122,R
5794805.810101,121,L
5795331.785364,122,R
5795662.790819,123,R
5795798.449471,124,R
5795833.819721,125,R
5795986.052239,126,R
5796013.976356,127,R
5796119.72537,128,R
5796170.389525,129,R
5796200.731527,130,R
5796237.409421,131,R
5796393.337524,130,L
5796555.556873,129,L
5796609.670914,128,L
5796680.94733,127,L
5796758.306919,128,R
5796854.354617,129,R
5796874.423183,130,R
5796955.239917,131,R
5796992.541097,132,R
5797013.386686,133,R
5797034.155999,134,R
5797054.179362,135,R
5797071.360365,136,R
5797092.304694,137,R
5797178.146417,136,L
5797213.935345,135,L
5797240.337617,134,L
5797420.389791,135,R
5797523.013358,136,R
5797550.723442,137,R
5797651.022512,138,R
5797840.796965,139,R
5798014.139364,140,R
5798034.259799,141,R
5798048.147063,142,R
5798062.472949,143,R
5798098.519261,142,L
5798116.579842,141,L
5798132.693123,140,L
5798153.763597,139,L
5798179.637249,138,L
5798215.08272,137,L
5798303.638008,136,L
5798374.334619,135,L
5798644.666607,134,L
5800581.635084,135,R
5808276.136065,136,R
5810570.326618,137,R
5810724.746785,138,R
5810762.56653,139,R
5810864.924658,140,R
5811036.332629,141,R
5811063.680015,142,R
5811083.171684,143,R
5811139.80896,142,L
5811162.376706,141,L
5811228.046865,142,R
5811339.801426,143,R
5811376.481987,144,R
5811406.520623,145,R
5811674.8415,146,R
5811795.168989,145,L
5811917.763494,146,R
5811943.116766,147,R
5811964.918784,148,R
5811979.165486,149,R
5811989.902062,150,R
5811998.96026,151,R
5812007.349747,152,R
5812016.173337,153,R
5812027.735344,154,R
5812251.01971,155,R
5812443.167698,156,R
5812515.751407,157,R
5812536.65857,158,R
5812554.671856,159,R
5812570.5259,160,R
5812594.67623,161,R
5812810.80694,162,R
5812986.118381,161,L
5813104.183168,162,R
5813130.961879,163,R
5813153.526643,164,R
5813194.003361,165,R
5813524.191648,164,L
5813635.097112,163,L
5813663.298835,162,L
5813691.728203,161,L
5813752.644981,160,L
5813855.146755,159,L
5813871.209167,158,L
5813883.146834,157,L
5813892.686394,156,L
5813900.863199,155,L
5813908.471255,154,L
5813915.991756,153,L
5813924.143284,152,L
5813933.411404,151,L
5813944.48653,150,L
5813959.857213,149,L
5813985.859585,148,L
5814237.443321,149,R
5814306.31326,150,R
5814356.02934,151,R
5814373.969849,152,R
5814392.706549,153,R
5814501.233609,154,R
5814612.07874,153,L
5814707.3861,152,L
5814862.058911,153,R
5814897.821951,154,R
5815027.075306,155,R
5815057.989613,156,R
5815084.056558,157,R
5815150.49689,158,R
5815184.137244,159,R
5815286.298227,158,L
5815430.793989,157,L
5815597.383709,156,L
5815868.417855,155,L
5815906.973347,154,L
5816005.574076,153,L
5816167.016995,152,L
5822440.787014,153,R
5822591.342822,154,R
5822669.078388,155,R
5822832.024911,156,R
5822964.684876,155,L
5822978.215683,154,L
5822990.118628,153,L
5823001.893891,152,L
5823013.204958,151,L
5823025.134125,150,L
5823038.83104,149,L
5823055.010987,148,L
5823076.143942,147,L
5823114.367662,146,L
5823318.408819,147,R
5823337.093075,148,R
5823443.395729,149,R
5823464.666164,150,R
5823474.64305,151,R
5823483.244848,152,R
5823491.683852,153,R
5823500.597626,154,R
5823511.014338,155,R
5823525.48911,156,R
5823613.71785,157,R
5823696.821695,158,R
5823713.957459,159,R
5823727.458321,160,R
5823742.152201,161,R
5823804.817783,162,R
5823896.130507,163,R
5823988.240402,162,L
5824102.516069,161,L
5824125.94167,160,L
5824140.28337,159,L
5824151.512957,158,L
5824161.405918,157,L
5824170.672335,156,L
5824179.735532,155,L
5824189.361146,154,L
5824200.058335,153,L
5824211.307958,152,L
5824222.319271,151,L
5824233.05731,150,L
5824243.817608,149,L
5824254.81731,148,L
5824267.427966,147,L
5824282.915499,146,L
5824302.083524,145,L
5824383.761838,146,R
5824400.1253,147,R
5824415.839977,148,R
5824439.620536,149,R
5824477.142879,150,R
5824501.51989,151,R
5824545.997911,150,L
5824568.311198,149,L
5824584.618124,148,L
5824605.174607,147,L
5824633.329276,146,L
5824668.993207,145,L
5824743.91745,146,R
5824969.146451,147,R
5824990.637733,148,R
5825006.9759,149,R
5825020.671389,150,R
5825032.351412,151,R
5825044.382448,152,R
5825057.368394,153,R
5825075.650583,154,R
5825134.624857,153,L
5825222.743302,154,R
5825353.93681,155,R
5825377.84607,156,R
5825396.57664,157,R
5825620.141132,158,R
5825983.086197,157,L
5826132.502525,156,L
5827769.060141,155,L
5827836.633658,154,L
5827910.15461,153,L
5828018.922297,154,R
5828097.132503,153,L
5828244.992135,154,R
5828278.186274,155,R
5828414.99065,156,R
5828456.357039,157,R
5828509.218843,158,R
