time
14521946.495277
14530675.908488
14530680.883428
14530685.780517
14530691.209337
14530696.703175
14530702.158272
14530706.545742
14531057.283751
14531062.287709
14531067.188799
14531072.085629
14531077.675316
14531083.134969
14531088.630621
14531093.05072
14532816.706689
14532821.629574
14532826.904693
14532832.419586
14532837.876516
14532843.341854
14532847.73112
14532995.031358
14532999.94067
14533005.292751
14533010.875401
14533016.388886
14533021.871557
14533026.259675
14533200.982193
14533205.877486
14533210.958424
14533216.222081
14533221.644605
14533227.166756
14533232.706871
14533237.061045
14533401.066364
14533405.927918
14533411.104835
14533416.041387
14533420.91694
14533425.974934
14533430.954207
14533435.770928
14533440.721424
14533445.777418
14533450.675749
14533455.655152
14533460.772996
14533465.696752
14533470.907076
14533476.423506
14533481.932491
14533487.558159
14533491.793984
14535270.484774
14535275.514509
14535280.489894
14535285.426242
14535290.362664
14535295.502231
14535300.344803
14535305.23417
14535310.282257
14535315.273882
14535320.123195
14535325.101061
14535330.13224
14535335.122791
14535339.995826
14535345.141485
14535350.123165
14535355.180067
14535360.585165
14535366.125594
14535371.516822
14535376.960938
14535381.965156
14535386.897967
14535391.751465
14535396.840217
14535402.317185
14535407.928075
14535413.414431
14535417.735865
14547089.912724
14547089.970501
14548276.340108
14548281.34914
14548286.339654
14548291.393518
14548296.83232
14548302.409841
14548307.916715
14548312.296222
14548410.408885
14548415.372066
14548420.423338
14548425.337168
14548430.231554
14548435.352436
14548440.799293
14548446.254168
14548451.761653
14548456.142827
14548548.410604
14548553.448487
14548558.365336
14548563.352609
14548568.507823
14548574.007864
14548579.683365
14548585.025075
14548589.40362
14548645.788984
14548645.845928
14548671.285413
14548675.704179
14548680.672156
14548685.756946
14548690.702146
14548696.104985
14548701.578268
14548707.078383
14548711.460075
14548803.967791
14548808.848567
14548813.772934
14548818.874371
14548824.225286
14548829.680013
14548835.193294
14548840.692317
14548845.066991
14548926.442924
14548931.378402
14548936.502246
14548941.348207
14548946.272852
14548951.358068
14548956.574503
14548961.980009
14548967.493772
14548973.00872
14548977.345839
14549064.27672
14549069.413194
14549074.335265
14549079.170263
14549084.262257
14549089.575635
14549095.040417
14549100.559069
14549104.911854
14549230.200469
14549235.478829
14549241.021832
14549246.460134
14549251.87138
14549256.247017
14549403.56224
14549408.32724
14549413.268366
14549418.347989
14549423.348336
14549428.72649
14549434.372417
14549439.761757
14549445.219743
14549449.600917
14549706.751278
14549711.484241
14549716.467126
14549721.469602
14549726.239806
14549731.225764
14549736.920283
14549742.339103
14549747.799645
14549752.203578
14550031.069812
14550036.15849
14550041.10132
14550046.058149
14550051.581449
14550057.081175
14550062.590994
14550066.943706
14550558.856068
14550563.752102
14550568.867762
14550574.323489
14550579.803993
14550585.301978
14550589.700893
14563223.395633
14563223.493742
14564406.892176
14564412.409216
14564417.838796
14564423.355652
14564427.747603
14564514.686559
14564519.584612
14564524.753178
14564529.708397
14564535.13281
14564540.584944
14564546.221038
14564551.601656
14564556.092013
14564664.870693
14564669.993537
14564675.307249
14564680.810308
14564686.278776
14564690.742948
14564774.709611
14564783.615252
14564788.514416
14564793.619113
14564798.550221
14564803.623918
14564809.070812
14564814.484837
14564819.882824
14564824.28172
14564906.384789
14564911.926441
14564917.351539
14564922.846747
14564927.243087
14564998.131485
14565003.05689
14565008.114365
14565013.160174
14565017.958766
14565023.022723
14565032.379171
14565033.815217
14565039.321258
14565043.730024
14565125.447656
14565130.426004
14565135.196281
14565140.173184
14565145.190476
14565150.010863
14565155.052636
14565160.693507
14565166.115606
14565171.548148
14565175.96021
14565257.32522
14565262.30166
14565267.123011
14565272.084636
14565277.167667
14565282.112663
14565287.200657
14565292.717327
14565298.21785
14565303.686688
14565308.073603
14565394.880247
14565399.68045
14565404.62952
14565409.711014
14565414.700083
14565419.547156
14565424.709481
14565430.220948
14565435.679212
14565441.200957
14565445.586001
14565526.945325
14565531.850415
14565536.757283
14565541.837795
14565546.751218
14565551.607697
14565556.57286
14565561.824443
14565567.123451
14565573.089483
14565578.148847
14565582.4733
14565664.230395
14565669.151003
14565673.846337
14565678.849814
14565683.669442
14565688.61355
14565693.735543
14565698.70202
14565703.813273
14565709.345943
14565714.904964
14565720.382672
14565724.764698
14565811.463326
14565816.315565
14565821.251469
14565826.366814
14565831.309273
14565836.198549
14565841.274691
14565846.241112
14565851.111351
14565856.33736
14565861.842309
14565867.309277
14565872.831243
14565877.223102
14565991.87026
14565996.909588
14566002.382074
14566007.888856
14566013.443933
14566017.753035
14579282.112108
14579282.16883
14580448.678396
14580453.676966
14580458.410244
14580463.54857
14580469.046648
14580474.523708
14580480.103026
14580484.398331
14580588.125
14580592.758318
14580597.710259
14580603.2073
14580608.705397
14580614.239752
14580618.601241
14580711.323606
14580716.390322
14580721.296856
14580726.110911
14580731.08824
14580736.582874
14580742.137118
14580747.549531
14580751.946927
14580834.335659
14580834.434065
14580838.609298
14580843.406946
14580848.346868
14580853.389919
14580858.779277
14580864.301206
14580869.797581
14580875.263216
14580879.688352
14580972.256756
14580977.040293
14580982.01603
14580987.509367
14580992.674674
14580998.13979
14581003.658202
14581007.982432
14581089.706492
14581094.664562
14581099.393008
14581104.33006
14581109.214317
14581114.730858
14581120.25051
14581125.738699
14581130.081948
14581222.585521
14581227.360854
14581232.40933
14581237.399344
14581242.735833
14581248.297558
14581253.742489
14581259.202735
14581263.606668
14581350.878083
14581355.717378
14581360.494766
14581365.487854
14581370.478572
14581375.367718
14581380.76278
14581386.273858
14581391.775047
14581397.264015
14581401.634837
14581493.988153
14581498.945464
14581504.025088
14581508.840513
14581514.06343
14581519.685839
14581525.126567
14581530.633071
14581535.030485
14581665.920349
14581670.96538
14581675.774009
14581680.8048
14581685.898312
14581691.282578
14581696.731046
14581702.282753
14581706.745963
14596081.601781
14596081.658891
14597279.64904
14597284.582407
14597289.5272
14597295.045352
14597300.536986
14597306.000195
14597310.384518
14597413.876823
14597418.883985
14597423.79339
14597429.347375
14597434.846898
14597440.685451
14597444.722872
14597542.547658
14597547.747946
14597552.549057
14597557.483776
14597562.565918
14597567.612746
14597573.048566
14597578.748937
14597584.118777
14597588.479563
14597635.072455
14597833.931724
14597838.870646
14597844.367095
14597849.875711
14597855.346586
14597859.726575
14597941.324732
14597946.426651
14597951.403573
14597956.335422
14597961.750798
14597967.249543
14597972.707919
14597977.119055
14598053.401056
14598058.337793
14598063.451805
14598068.402672
14598073.266892
14598078.422922
14598083.211866
14598088.142159
14598093.660108
14598099.210074
14598104.670931
14598109.138363
14598190.602022
14598195.650165
14598200.560347
14598205.454493
14598210.54745
14598215.409022
14598220.362167
14598225.139629
14598230.69604
14598236.188433
14598241.615754
14598245.999632
14598327.621862
14598332.696967
14598337.52517
14598342.470055
14598347.583215
14598352.547045
14598357.429413
14598362.480704
14598367.645493
14598373.109998
14598378.616187
14598384.194782
14598388.472977
14598480.90259
14598485.79581
14598490.642216
14598495.614434
14598500.562783
14598505.337301
14598510.264743
14598515.30683
14598520.246493
14598525.115195
14598530.62444
14598536.126833
14598541.592542
14598545.993753
14598644.119496
14598648.966735
14598653.778642
14598658.679658
14598663.804799
14598668.658575
14598673.472797
14598678.475922
14598683.543601
14598688.622632
14598694.12884
14598699.64064
14598705.129256
14598709.485838
14598796.589758
14598801.439183
14598806.201238
14598811.126439
14598816.116027
14598820.967155
14598825.848301
14598830.897722
14598835.831311
14598840.668477
14598846.277201
14598851.862259
14598857.16499
14598861.551516
14598954.114756
14598958.99218
14598964.047767
14598968.980134
14598973.805318
14598978.790925
14598983.834605
14598988.627568
14598993.553861
14598998.901646
14599004.381873
14599009.897951
14599015.427233
14599019.892164
14616693.406576
14617766.805672
14617771.782539
14617777.297228
14617782.792159
14617788.299756
14617792.683615
14617912.435571
14617917.279533
14617922.153809
14617927.300987
14617932.634809
14617938.202201
14617943.624337
14617949.121953
14617953.495257
14618062.06767
14618066.883244
14618071.808593
14618076.94329
14618081.882305
14618086.784154
14618092.426341
14618097.838718
14618103.247243
14618107.620584
14618211.027301
14618215.900688
14618220.796093
14618225.85294
14618230.960859
14618236.365754
14618242.973034
14618247.43054
