time
8173506.747281
8173569.139415
8173574.198936
8173579.385935
8173584.394679
8173589.445182
8173594.714012
8173599.829773
8173604.868942
8173610.085792
8173615.290087
8173620.178094
8173625.315928
8173630.533296
8173635.521134
8173640.621931
8173645.916724
8173650.949338
8173655.97786
8173661.239876
8173666.390579
8173671.405046
8173676.52425
8173681.713527
8173686.613367
8173691.774756
8173696.988162
8173701.987258
8173707.144425
8173712.457087
8173717.764324
8173722.766569
8173728.166396
8173733.553001
8173739.259524
8173744.990824
8173750.673052
8173755.239344
8173852.348697
8173857.460532
8173862.762546
8173867.755624
8173872.801886
8173878.066698
8173883.181792
8173888.216073
8173893.416609
8173898.534535
8173903.541317
8173908.600115
8173916.300514
8173918.761508
8173923.837177
8173929.093489
8173934.13201
8173939.175939
8173944.438677
8173949.5564
8173954.545867
8173959.752977
8173965.204525
8173969.881555
8173974.962612
8173980.178778
8173985.214558
8173990.469778
8173996.208837
8174001.896139
8174007.591051
8174012.208175
8174682.181654
8174686.698096
8174691.892484
8174697.049928
8174702.029043
8174707.190654
8174712.69596
8174719.138261
8174724.134247
8174729.768938
8174734.377748
8174790.03733
8174795.183904
8174800.260591
8174805.290964
8174810.474223
8174815.584779
8174820.530877
8174825.676118
8174830.877228
8174835.89462
8174841.315077
8174847.162393
8174852.784566
8174858.465645
8174863.08127
8174924.209751
8174929.424082
8174934.458234
8174939.501199
8174944.893749
8174949.886364
8174954.871072
8174960.094385
8174965.191923
8174970.471605
8174976.166721
8174981.864319
8174987.543491
8174992.146542
8175087.708212
8175092.836231
8175098.224355
8175103.893712
8175109.589865
8175115.287425
8175119.844015
8175585.476765
8175590.584988
8175595.842041
8175601.19711
8175605.970453
8175611.197488
8175616.325248
8175621.311345
8175626.497918
8175631.655473
8175636.616349
8175641.741238
8175646.961403
8175652.318343
8175657.098296
8175662.39833
8175667.476221
8175672.543389
8175677.816979
8175682.977183
8175687.974946
8175693.211592
8175698.378166
8175703.421872
8175708.522966
8175713.725705
8175718.759171
8175723.887061
8175729.154743
8175734.254763
8175739.348172
8175744.631743
8175749.811372
8175754.882615
8175760.130242
8175765.38998
8175771.062411
8175776.764546
8175782.523475
8175787.054731
8176401.351132
8176406.397894
8176411.711631
8176417.303064
8176421.665436
8176426.828954
8176431.970066
8176436.919515
8176442.054127
8176447.296143
8176452.21913
8176457.308169
8176462.602295
8176467.988123
8176472.714189
8176477.931206
8176483.101594
8176487.976324
8176493.121342
8176498.3286
8176503.306012
8176508.414995
8176513.556754
8176518.873861
8176523.758424
8176529.089382
8176534.198272
8176539.421696
8176545.156663
8176550.851742
8176556.557469
8176561.159724
8176850.845401
8176856.37504
8176861.063385
8176866.204774
8176871.156131
8176876.267873
8176881.618849
8176886.437988
8176891.484268
8176896.734877
8176901.727325
8176907.132986
8176912.049251
8176920.118844
8176922.05274
8176927.283127
8176932.394924
8176937.372299
8176942.53141
8176947.665874
8176952.578417
8176957.722713
8176963.007395
8176968.065416
8176973.115252
8176978.456858
8176983.59047
8176988.573252
8176993.852768
8176999.495403
8177005.145928
8177011.183702
8177015.476298
8177532.807528
8177537.686609
8177542.818795
8177548.083162
8177552.989872
8177558.060412
8177563.370204
8177568.398781
8177573.515967
8177578.770057
8177583.960131
8177588.774954
8177594.002897
8177599.157137
8177604.104439
8177609.202903
8177614.384903
8177619.484885
8177624.48263
8177629.746516
8177634.799148
8177639.911483
8177645.357013
8177650.938946
8177656.554175
8177662.323049
8177666.848305
8178036.294274
8178041.428497
8178046.746567
8178051.733293
8178056.759852
8178062.061441
8178067.194553
8178072.226463
8178077.462572
8178082.460187
8178087.35749
8178092.507546
8178097.679194
8178102.656365
8178107.720997
8178113.015697
8178118.063644
8178123.070425
8178128.319312
8178133.45772
8178138.455631
8178143.654778
8178148.906591
8178153.695359
8178158.735436
8178164.03571
8178169.036492
8178174.124234
8178179.493692
8178184.547639
8178189.607271
8178195.219426
8178200.109414
8178205.151232
8178210.571225
8178216.213935
8178221.877904
8178227.6065
8178232.135442
8178737.723247
8178742.885099
8178748.195392
8178753.0309
8178758.070328
8178763.332196
8178768.376014
8178773.502218
8178778.770086
8178783.751775
8178788.719984
8178793.906835
8178799.651061
8178805.230402
8178810.909889
8178815.49207
8178894.032688
8178899.113782
8178904.069232
8178909.182899
8178914.428415
8178920.150586
8178925.862258
8178931.501801
8178936.051001
8178997.400126
